Date,Product_ID,Category,Store_ID,Units_Sold,Price,Discount_Percentage,Promotion_Flag,Stock_Availability,Day_of_Week,Month,Quarter,Holiday_Flag,Is_Weekend,Season,Weather,Local_Event_Flag,Competitor_Price,Economic_Indicator,Sales_Channel,Customer_Segment,Marketing_Spend,Holiday_Name,Lag_1,Lag_7,Lag_14,Rolling_Mean_7,Rolling_Mean_14,Rolling_Mean_30
2024-06-08,P007,Sports,S03,79,2383.680722084025,11,1,1,Saturday,June,Q2,0,1,Summer,Rainy,0,2338.221243588516,102.4010228216865,In-Store,Wholesale,1830.374730593104,None,1.0,1.0,30.0,38.714285714285715,44.642857142857146,40.36666666666667
2024-06-11,P005,Home,S04,30,4115.59,0,0,1,Tuesday,June,Q2,0,0,Summer,Stormy,1,3957.29,108.48,Wholesale,Wholesale,13.32,None,30.0,28.0,59.0,44.42857142857143,41.214285714285715,45.6
2024-06-12,P007,Sports,S03,65,4318.225469926758,9,1,1,Wednesday,June,Q2,0,0,Summer,Sunny,1,4391.489473391219,106.7338556048766,Online,Corporate,1793.645866946408,None,79.0,76.0,70.0,49.857142857142854,48.142857142857146,42.266666666666666
2024-06-14,P007,Sports,S04,59,4389.53,15,1,1,Friday,June,Q2,0,0,Summer,Rainy,1,4132.6,99.88,Wholesale,Corporate,5492.03,None,38.0,83.0,0.0,62.857142857142854,47.57142857142857,40.733333333333334
2024-06-15,P006,Apparel,S02,73,2406.38,10,1,1,Saturday,June,Q2,0,1,Summer,Clear,0,2491.02,108.01,Wholesale,Wholesale,8134.7,None,100.0,67.0,45.0,48.57142857142857,49.0,54.3
2024-06-16,P006,Apparel,S02,30,3219.552251298893,0,0,1,Sunday,June,Q2,0,1,Summer,Stormy,0,3022.722938416363,108.7053374476557,Wholesale,Retail,676.9689194666715,None,73.0,39.0,44.0,49.42857142857143,51.0,54.2
2024-06-16,P005,Home,S04,15,1122.87,0,0,0,Sunday,June,Q2,0,1,Summer,Cloudy,0,1222.02,109.73,In-Store,Wholesale,103.64,None,30.0,55.0,11.0,44.714285714285715,39.142857142857146,43.4
2024-06-18,P002,Electronics,S01,14,2841.613754982021,16,1,0,Tuesday,June,Q2,0,0,Summer,Clear,0,2747.409137260579,107.6930608243415,Online,Wholesale,9387.366662197011,None,16.0,22.0,40.0,18.142857142857142,35.0,39.2
2024-06-19,P002,Electronics,S01,75,713.9755389331115,4,0,1,Wednesday,June,Q2,0,0,Summer,Clear,1,723.5312944413163,103.1514399519578,In-Store,Wholesale,497.3985678792951,None,14.0,1.0,0.0,17.0,33.142857142857146,36.93333333333333
2024-06-19,P004,Stationery,S02,1,4906.698631037696,0,0,1,Wednesday,June,Q2,0,0,Summer,Clear,0,5176.343114153976,101.2958862998461,Online,Corporate,767.1590679390038,None,36.0,38.0,58.0,44.57142857142857,42.92857142857143,42.13333333333333
2024-06-20,P006,Apparel,S04,42,4515.41911644078,8,1,1,Thursday,June,Q2,0,0,Summer,Stormy,0,4946.287218331835,109.1598852231475,In-Store,Corporate,2285.188458653846,None,4.0,1.0,52.0,31.714285714285715,37.214285714285715,46.8
2024-06-21,P005,Home,S04,48,4089.859713375592,10,1,1,Friday,June,Q2,0,0,Summer,Sunny,0,3792.818498400075,104.9229405608708,Online,Corporate,7544.468168374716,None,15.0,45.0,56.0,39.0,39.42857142857143,42.03333333333333
2024-06-21,P007,Sports,S04,3,419.1812942052877,0,0,0,Friday,June,Q2,0,0,Summer,Rainy,0,432.5852008623698,98.03542924283778,Wholesale,Retail,114.9331393399496,None,59.0,62.0,85.0,59.42857142857143,51.785714285714285,41.166666666666664
2024-06-22,P007,Sports,S04,23,1325.417657692434,4,0,1,Saturday,June,Q2,0,1,Summer,Clear,0,1260.962515366284,108.9524557407849,Wholesale,Corporate,29.72147558475058,None,3.0,95.0,14.0,51.0,45.92857142857143,41.233333333333334
2024-06-24,P006,Apparel,S02,45,3493.221643895256,0,1,1,Monday,June,Q2,0,0,Summer,Sunny,0,3204.710577202266,96.79783025856881,Wholesale,Corporate,8418.315048662542,None,30.0,23.0,29.0,48.142857142857146,50.0,55.166666666666664
2024-06-24,P006,Apparel,S02,46,3797.356669838271,16,1,1,Monday,June,Q2,0,0,Summer,Sunny,0,3668.963132279195,101.2622321975618,Wholesale,Retail,2927.585216022017,None,45.0,59.0,46.0,51.285714285714285,51.142857142857146,54.3
2024-06-25,P004,Stationery,S03,16,4401.464196562414,0,1,1,Tuesday,June,Q2,0,0,Summer,Cloudy,0,4340.379566766158,109.5999910771515,Online,Retail,8347.50584609767,None,1.0,45.0,22.0,40.285714285714285,45.214285714285715,47.0
2024-06-25,P004,Stationery,S02,1,3969.318290091258,0,0,0,Tuesday,June,Q2,0,0,Summer,Rainy,1,3750.095082955563,107.7089482902207,In-Store,Retail,578.1176739135421,None,1.0,34.0,26.0,39.285714285714285,38.857142857142854,40.86666666666667
2024-06-25,P004,Stationery,S02,68,3132.58,15,1,1,Tuesday,June,Q2,0,0,Summer,Stormy,1,3024.77,101.01,Online,Retail,9826.01,None,1.0,31.0,73.0,34.57142857142857,37.07142857142857,38.06666666666667
2024-06-26,P008,Appliances,S03,15,4691.96,0,0,1,Wednesday,June,Q2,0,0,Summer,Rainy,0,4930.08,109.31,In-Store,Wholesale,361.44,None,49.0,68.0,67.0,49.0,40.357142857142854,34.833333333333336
2024-06-27,P006,Apparel,S04,29,4944.102295716853,3,1,1,Thursday,June,Q2,0,0,Summer,Cloudy,0,5205.171509216231,102.4662015280236,Wholesale,Retail,3945.608067068274,None,5.0,77.0,33.0,31.571428571428573,36.785714285714285,46.166666666666664
2024-06-27,P006,Apparel,S04,5,2154.060690353211,5,1,0,Thursday,June,Q2,0,0,Summer,Rainy,0,2140.498462356503,97.56855863713669,In-Store,Corporate,8194.220686643876,None,42.0,47.0,1.0,37.57142857142857,36.5,46.8
2024-06-29,P004,Stationery,S02,1,323.4899497855382,1,1,0,Saturday,June,Q2,0,1,Summer,Sunny,0,321.2505800953016,104.6367889924121,Online,Wholesale,7355.644562723988,None,68.0,63.0,2.0,39.857142857142854,36.714285714285715,40.3
2024-06-29,P006,Apparel,S04,5,3569.32,5,1,0,Saturday,June,Q2,0,1,Summer,Rainy,0,3698.06,103.94,Online,Wholesale,4744.11,None,29.0,31.0,40.0,24.714285714285715,36.5,44.86666666666667
2024-06-29,P008,Appliances,S01,19,3169.729316190397,2,0,1,Saturday,June,Q2,0,1,Summer,Sunny,0,3471.425287150379,106.7158473476432,Wholesale,Retail,403.7057552165866,None,62.0,21.0,45.0,53.42857142857143,51.92857142857143,49.43333333333333
2024-07-01,P008,Appliances,S03,39,4526.26169208753,8,1,1,Monday,July,Q3,0,0,Summer,Cloudy,0,4778.268585809586,101.8275546666212,Wholesale,Corporate,6553.404485406806,None,15.0,34.0,25.0,41.42857142857143,36.642857142857146,33.03333333333333
2024-07-01,P008,Appliances,S03,21,3914.179875427993,0,0,1,Monday,July,Q3,0,0,Summer,Rainy,1,3719.313725452148,106.3064070031135,Wholesale,Wholesale,518.8806679241595,None,39.0,71.0,15.0,42.142857142857146,37.642857142857146,33.4
2024-07-01,P004,Stationery,S02,38,2245.045497447278,0,0,1,Monday,July,Q3,0,0,Summer,Clear,0,2113.768144648096,97.0287698356154,Wholesale,Wholesale,730.5182484805289,None,1.0,41.0,32.0,31.0,36.642857142857146,38.833333333333336
2024-07-02,P008,Appliances,S03,3,4840.172531744123,16,1,0,Tuesday,July,Q3,0,0,Summer,Clear,0,5048.933848145267,104.219212509254,Online,Wholesale,6411.049774834558,None,21.0,0.0,57.0,35.0,38.07142857142857,33.733333333333334
2024-07-02,P002,Electronics,S01,62,4194.383174848845,16,1,1,Tuesday,July,Q3,0,0,Summer,Cloudy,0,4056.06673143276,106.9156197889638,Wholesale,Corporate,3824.921820098419,None,75.0,2.0,42.0,27.571428571428573,38.5,37.233333333333334
2024-07-04,P005,Home,S04,77,3704.915909047615,22,1,1,Thursday,July,Q3,0,0,Summer,Sunny,0,3389.588566149454,101.7662073981295,In-Store,Wholesale,6666.430218655692,None,48.0,55.0,50.0,39.42857142857143,38.857142857142854,40.5
2024-07-04,P006,Apparel,S04,38,4967.495045448909,11,1,1,Thursday,July,Q3,0,0,Summer,Stormy,1,5075.153464841642,96.84647403088957,Wholesale,Retail,8473.090953448134,None,5.0,35.0,63.0,21.0,34.0,44.96666666666667
2024-07-04,P007,Sports,S03,29,4965.71,5,1,1,Thursday,July,Q3,0,0,Summer,Stormy,0,4548.84,109.46,Wholesale,Retail,6708.57,None,65.0,11.0,55.0,48.285714285714285,47.785714285714285,43.36666666666667
2024-07-05,P006,Apparel,S01,73,1056.67,10,1,1,Friday,July,Q3,0,0,Summer,Clear,0,1104.82,98.34,Online,Retail,9795.66,None,0.0,48.0,4.0,49.857142857142854,49.92857142857143,46.266666666666666
2024-07-08,P006,Apparel,S04,19,3579.019585132168,9,1,1,Monday,July,Q3,0,0,Summer,Rainy,0,3606.606574899974,102.6830065176964,Wholesale,Retail,6015.102528474841,None,38.0,27.0,32.0,21.428571428571427,32.214285714285715,43.6
2024-07-08,P007,Sports,S04,25,1324.83,0,0,1,Monday,July,Q3,0,0,Summer,Clear,0,1254.39,108.75,Wholesale,Corporate,288.74,None,23.0,44.0,40.0,40.714285714285715,46.57142857142857,41.9
2024-07-08,P006,Apparel,S02,40,4178.148544243138,10,1,1,Monday,July,Q3,0,0,Summer,Stormy,0,4445.313949026059,95.69057004329838,In-Store,Retail,2958.983001977294,None,46.0,50.0,22.0,49.42857142857143,51.142857142857146,53.36666666666667
2024-07-09,P006,Apparel,S04,50,2452.501098529217,0,1,1,Tuesday,July,Q3,0,0,Summer,Sunny,0,2257.847673609391,109.3359652824032,Wholesale,Corporate,8026.157429686648,None,19.0,4.0,78.0,20.285714285714285,31.285714285714285,42.53333333333333
2024-07-09,P007,Sports,S03,86,1099.860349048095,18,1,1,Tuesday,July,Q3,0,0,Summer,Clear,1,1015.055974221179,94.93157642795391,Wholesale,Retail,7506.442125638955,None,29.0,67.0,55.0,50.857142857142854,45.92857142857143,43.266666666666666
2024-07-09,P006,Apparel,S02,30,1648.47,0,0,1,Tuesday,July,Q3,0,0,Summer,Cloudy,0,1503.72,109.23,Wholesale,Retail,313.0,None,40.0,2.0,96.0,48.0,52.42857142857143,51.5
2024-07-10,P007,Sports,S04,7,425.04,0,1,0,Wednesday,July,Q3,0,0,Summer,Cloudy,0,417.24,99.5,Online,Wholesale,4998.43,None,25.0,25.0,2.0,38.0,45.5,40.833333333333336
2024-07-11,P005,Home,S01,25,3264.278464575066,3,0,0,Thursday,July,Q3,0,0,Summer,Rainy,0,3560.944021538692,102.6046989157029,In-Store,Wholesale,113.2537440343779,None,6.0,14.0,41.0,42.42857142857143,45.142857142857146,42.63333333333333
2024-07-11,P004,Stationery,S03,24,4316.2,0,1,1,Thursday,July,Q3,0,0,Summer,Clear,0,4720.01,103.36,Online,Corporate,2807.16,None,16.0,57.0,12.0,36.142857142857146,44.785714285714285,45.43333333333333
2024-07-12,P004,Stationery,S03,41,3304.19,5,1,1,Friday,July,Q3,0,0,Summer,Sunny,1,3452.6,97.86,In-Store,Corporate,6899.88,None,24.0,50.0,93.0,31.428571428571427,45.642857142857146,44.4
2024-07-14,P004,Stationery,S03,61,4731.491437867494,22,1,1,Sunday,July,Q3,0,1,Summer,Cloudy,0,4576.360949279067,94.8408819684137,Wholesale,Corporate,2489.591038686818,None,41.0,61.0,55.0,30.142857142857142,41.92857142857143,44.06666666666667
2024-07-15,P005,Home,S04,56,2438.0,15,1,1,Monday,July,Q3,0,0,Summer,Cloudy,0,2369.56,108.24,In-Store,Retail,8126.76,None,77.0,55.0,11.0,42.57142857142857,40.785714285714285,43.03333333333333
2024-07-15,P007,Sports,S02,66,2594.600186746417,21,1,1,Monday,July,Q3,0,0,Summer,Sunny,0,2787.431200492084,95.61014236742163,Online,Corporate,9166.074530987142,None,1.0,70.0,41.0,21.857142857142858,26.571428571428573,24.2
2024-07-16,P007,Sports,S02,49,875.519682326595,0,0,1,Tuesday,July,Q3,0,0,Summer,Rainy,0,801.9598902024742,98.74192926063833,In-Store,Corporate,810.7130918227726,None,66.0,8.0,52.0,21.285714285714285,28.357142857142858,25.366666666666667
2024-07-16,P008,Appliances,S03,17,4588.79,0,0,1,Tuesday,July,Q3,0,0,Summer,Sunny,1,4922.93,106.12,Online,Corporate,276.66,None,3.0,68.0,1.0,35.42857142857143,34.214285714285715,33.8
2024-07-17,P007,Sports,S03,41,931.57,0,0,1,Wednesday,July,Q3,0,0,Summer,Clear,0,931.44,104.82,Wholesale,Corporate,128.66,None,86.0,39.0,51.0,53.57142857142857,48.142857142857146,45.333333333333336
2024-07-17,P006,Apparel,S01,24,2299.09683447418,4,0,1,Wednesday,July,Q3,0,0,Summer,Clear,0,2298.958704747339,100.6710362498465,In-Store,Wholesale,386.3173412274484,None,73.0,67.0,25.0,53.42857142857143,54.857142857142854,46.266666666666666
2024-07-17,P007,Sports,S04,84,2977.36346517609,17,1,1,Wednesday,July,Q3,0,0,Summer,Stormy,1,3068.884770292404,99.67149621610179,In-Store,Wholesale,2329.386330770371,None,7.0,93.0,83.0,35.42857142857143,45.857142857142854,41.03333333333333
2024-07-18,P007,Sports,S04,1,402.6613135603898,0,0,0,Thursday,July,Q3,0,0,Summer,Rainy,0,450.5285307477598,97.71216968988671,Wholesale,Retail,0.0,None,84.0,38.0,2.0,34.142857142857146,45.92857142857143,42.666666666666664
2024-07-19,P005,Home,S01,6,2523.433626974147,0,1,0,Friday,July,Q3,0,0,Summer,Cloudy,1,2639.121777765722,97.3511767921867,Online,Wholesale,4117.604535908231,None,25.0,37.0,113.0,44.0,44.0,39.733333333333334
2024-07-19,P008,Appliances,S01,1,2939.085366719364,0,0,0,Friday,July,Q3,0,0,Summer,Sunny,0,2984.01147311306,109.9649303895973,Online,Wholesale,253.8768274895195,None,19.0,43.0,44.0,53.142857142857146,50.07142857142857,48.13333333333333
2024-07-20,P007,Sports,S04,66,2860.441473712611,12,1,1,Saturday,July,Q3,0,1,Summer,Sunny,0,2644.925119242047,106.4744910201811,Online,Retail,1540.685327961037,None,1.0,59.0,83.0,28.857142857142858,45.857142857142854,39.43333333333333
2024-07-21,P007,Sports,S02,43,858.0003720817381,0,0,1,Sunday,July,Q3,0,1,Summer,Rainy,0,804.7392528171794,98.69739579394025,In-Store,Corporate,0.0,None,49.0,69.0,6.0,27.142857142857142,28.142857142857142,26.966666666666665
2024-07-23,P002,Electronics,S01,55,648.8,5,1,1,Tuesday,July,Q3,0,0,Summer,Clear,0,591.2,95.14,Online,Retail,5248.65,None,62.0,28.0,78.0,36.142857142857146,39.92857142857143,36.86666666666667
2024-07-23,P008,Appliances,S01,43,630.3685453675643,1,0,1,Tuesday,July,Q3,0,0,Summer,Clear,0,569.6691473261574,108.3869515738178,Online,Retail,143.9680960010331,None,1.0,82.0,90.0,47.142857142857146,47.0,46.2
2024-07-24,P007,Sports,S03,58,2916.11,20,1,1,Wednesday,July,Q3,0,0,Summer,Clear,0,2758.5,108.52,Wholesale,Wholesale,5017.25,None,41.0,76.0,22.0,53.857142857142854,47.42857142857143,46.2
2024-07-24,P003,Furniture,S01,2,1562.609169681401,10,1,0,Wednesday,July,Q3,0,0,Summer,Cloudy,0,1669.635232671487,105.9858031889897,Wholesale,Corporate,2712.552343119641,None,84.0,28.0,118.0,60.57142857142857,60.92857142857143,48.5
2024-07-25,P005,Home,S01,112,415.7341762780331,18,1,1,Thursday,July,Q3,0,0,Summer,Cloudy,0,405.6851737833571,96.73370710452309,Wholesale,Corporate,5465.00692063196,None,6.0,22.0,46.0,39.57142857142857,36.357142857142854,39.43333333333333
2024-07-26,P005,Home,S01,21,3270.930064140677,0,0,0,Friday,July,Q3,0,0,Summer,Rainy,0,3558.625021570936,101.9198453700838,In-Store,Wholesale,449.0970405974594,None,112.0,39.0,49.0,52.42857142857143,41.07142857142857,41.43333333333333
2024-07-27,P001,Electronics,S01,24,4929.947764138913,1,1,1,Saturday,July,Q3,0,1,Summer,Cloudy,0,4614.128938049704,96.99897437005062,Wholesale,Wholesale,7093.796794167462,None,19.0,21.0,41.0,21.285714285714285,26.071428571428573,27.933333333333334
2024-07-27,P006,Apparel,S01,69,668.89,0,0,1,Saturday,July,Q3,0,1,Summer,Clear,1,729.74,100.95,In-Store,Retail,317.06,None,24.0,76.0,1.0,47.285714285714285,54.785714285714285,47.03333333333333
2024-07-27,P004,Stationery,S02,62,3614.044557991392,12,1,1,Saturday,July,Q3,0,1,Summer,Cloudy,0,3349.426940574204,105.7713800327725,In-Store,Corporate,5144.378740411256,None,38.0,69.0,35.0,30.571428571428573,37.07142857142857,39.96666666666667
2024-07-28,P006,Apparel,S04,1,1630.788491261245,5,1,0,Sunday,July,Q3,0,1,Summer,Sunny,0,1502.402426749518,97.07855917859379,Online,Corporate,4690.003012843958,None,50.0,42.0,1.0,26.857142857142858,29.285714285714285,41.233333333333334
2024-07-28,P005,Home,S04,56,4418.482253848755,5,1,1,Sunday,July,Q3,0,1,Summer,Sunny,1,4693.363174017952,105.2078720274863,In-Store,Wholesale,287.1125217000954,None,56.0,43.0,33.0,42.714285714285715,44.0,44.56666666666667
2024-07-28,P006,Apparel,S02,49,3807.277232966587,21,1,1,Sunday,July,Q3,0,1,Summer,Sunny,0,3681.658301498848,101.0559250963746,Wholesale,Retail,2571.734194617172,None,30.0,100.0,64.0,52.0,47.714285714285715,50.93333333333333
2024-07-29,P007,Sports,S04,2,4713.299077217153,0,0,0,Monday,July,Q3,0,0,Summer,Rainy,0,4901.525746137642,99.74708335129932,Wholesale,Wholesale,0.0,None,66.0,3.0,62.0,29.857142857142858,44.642857142857146,41.5
2024-07-29,P007,Sports,S04,37,4509.707900389071,19,1,1,Monday,July,Q3,0,0,Summer,Stormy,0,4736.983413198825,107.2872585797753,In-Store,Wholesale,4661.00972443408,None,2.0,23.0,95.0,29.714285714285715,40.357142857142854,39.7
2024-07-29,P006,Apparel,S04,36,4970.028592656243,9,1,1,Monday,July,Q3,0,0,Summer,Stormy,1,5080.036521546068,96.89488947138747,Wholesale,Retail,8939.644963543094,None,1.0,5.0,47.0,21.0,29.285714285714285,39.03333333333333
2024-07-29,P003,Furniture,S01,30,862.9296292733435,0,0,1,Monday,July,Q3,0,0,Summer,Stormy,0,939.3473016125057,97.57130168313029,Online,Retail,0.0,None,2.0,12.0,58.0,56.857142857142854,52.642857142857146,48.5
2024-07-29,P004,Stationery,S03,68,941.9769906320789,0,0,1,Monday,July,Q3,0,0,Summer,Stormy,1,860.9751931299414,107.4069962715958,Online,Corporate,102.9420465513701,None,61.0,67.0,62.0,30.142857142857142,42.357142857142854,44.1
2024-07-30,P005,Home,S01,78,836.03,0,1,1,Tuesday,July,Q3,0,0,Summer,Clear,1,838.11,96.55,Online,Corporate,5765.09,None,21.0,90.0,21.0,49.857142857142854,39.07142857142857,40.36666666666667
2024-07-31,P006,Apparel,S04,90,259.23,5,1,1,Wednesday,July,Q3,0,0,Summer,Sunny,1,280.24,109.67,Wholesale,Wholesale,2111.04,None,36.0,29.0,77.0,25.428571428571427,28.5,38.46666666666667
2024-07-31,P005,Home,S04,94,1412.577353960727,21,1,1,Wednesday,July,Q3,0,0,Summer,Sunny,0,1502.736524471371,95.6019537045686,In-Store,Retail,6951.870198664893,None,56.0,30.0,46.0,44.57142857142857,45.642857142857146,46.03333333333333
2024-07-31,P008,Appliances,S04,3,1896.700307895947,0,1,0,Wednesday,July,Q3,0,0,Summer,Sunny,1,1909.710283896811,105.9125647576291,Wholesale,Wholesale,2965.197999141949,None,108.0,93.0,65.0,81.42857142857143,58.785714285714285,62.166666666666664
2024-08-01,P007,Sports,S02,47,866.43,0,0,1,Thursday,August,Q3,0,0,Summer,Rainy,0,808.76,99.14,In-Store,Corporate,391.33,None,43.0,1.0,69.0,23.428571428571427,30.785714285714285,27.3
2024-08-02,P003,Furniture,S01,21,2822.771666988781,0,0,0,Friday,August,Q3,0,0,Summer,Clear,0,2933.252660734272,101.1627457011979,Wholesale,Retail,93.0375455185407,None,30.0,104.0,18.0,59.42857142857143,50.642857142857146,49.46666666666667
2024-08-02,P004,Stationery,S02,39,2998.491894830437,2,0,1,Friday,August,Q3,0,0,Summer,Stormy,1,3228.223249024026,104.9388516042135,In-Store,Corporate,227.4413584429039,None,62.0,36.0,63.0,29.571428571428573,39.0,40.9
2024-08-02,P006,Apparel,S01,73,672.8133289101941,0,0,1,Friday,August,Q3,0,0,Summer,Clear,1,732.963235168016,101.3647443887299,In-Store,Retail,354.2561956939205,None,69.0,76.0,75.0,46.285714285714285,59.642857142857146,47.0
2024-08-03,P008,Appliances,S04,97,1006.047915692947,21,1,1,Saturday,August,Q3,0,1,Summer,Rainy,0,1043.908348399308,108.8559625983032,Wholesale,Wholesale,808.6105260061111,None,3.0,106.0,0.0,68.57142857142857,54.357142857142854,59.36666666666667
2024-08-03,P006,Apparel,S04,52,4059.57,0,1,1,Saturday,August,Q3,0,1,Summer,Stormy,1,3764.13,99.81,Wholesale,Retail,5050.59,None,90.0,5.0,31.0,34.142857142857146,29.428571428571427,39.2
2024-08-03,P003,Furniture,S01,25,3079.623191287368,0,0,1,Saturday,August,Q3,0,1,Summer,Cloudy,0,3192.826082601029,105.1363951077486,Online,Wholesale,404.1171789415056,None,21.0,4.0,100.0,47.57142857142857,50.857142857142854,49.1
2024-08-03,P004,Stationery,S03,76,908.6864490493438,16,1,1,Saturday,August,Q3,0,1,Summer,Cloudy,0,908.8096736499169,105.2533165895167,In-Store,Retail,357.0704941952154,None,68.0,1.0,50.0,30.285714285714285,42.785714285714285,44.56666666666667
2024-08-03,P002,Electronics,S01,4,3816.018702479867,4,0,1,Saturday,August,Q3,0,1,Summer,Clear,0,3626.365234732449,102.4056093762539,Online,Wholesale,457.9123277522337,None,55.0,0.0,100.0,40.0,38.285714285714285,38.666666666666664
